curr_state	curr_action	next_reward	next_state	old_value	new_value
160	1	0	289	0.0	0.0
289	-1	0	424	0.0	0.0
424	1	0	553	0.0	0.0
553	0	0	689	0.0	0.7290000000000001
689	-1	0	824	0.81	0.81
824	-1	0	959	0.0	0.0
959	-1	0	1078	0.0	0.0
1078	-1	0	1069	0.0	0.0
1069	0	0	933	0.0	0.0
933	-1	0	796	0.0	0.0
796	-1	0	667	0.0	0.0
667	-1	0	546	0.0	0.0
546	-1	0	553	0.0	0.6561000000000001
553	-1	0	688	0.0	0.0
688	-1	0	823	0.0	0.0
823	0	0	943	0.0	0.0
943	1	0	1056	0.0	0.0
1056	0	0	1184	0.0	0.0
1184	-1	0	1319	0.0	0.0
1319	0	0	1439	0.0	0.0
1439	1	0	1552	0.0	0.0
1552	1	0	1681	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	1	0	2032	0.0	0.0
2032	-1	0	2039	0.0	0.0
2039	-1	0	2030	0.0	0.0
2030	0	0	2022	0.0	0.0
2022	-1	0	2013	0.0	0.0
2013	0	0	1877	0.0	0.0
1877	0	0	1741	0.0	0.0
1741	-1	0	1604	0.0	0.0
1604	0	0	1476	0.0	0.0
1476	-1	0	1347	0.0	0.0
1347	1	0	1228	0.0	0.0
1228	-1	0	1099	0.0	0.0
1099	-1	0	978	0.0	0.0
978	0	0	986	0.0	0.0
986	1	0	995	0.0	0.0
995	-1	0	874	0.0	0.0
874	-1	0	881	0.0	0.0
881	1	0	1018	0.0	0.0
1018	1	0	1019	0.0	0.0
1019	1	0	892	0.0	0.0
892	-1	0	763	0.0	0.0
763	1	0	636	0.0	0.0
636	-1	0	507	0.0	0.0
507	-1	0	378	0.0	0.0
378	0	0	378	0.0	0.0
378	0	0	378	0.0	0.0
378	1	0	379	0.0	0.0
379	0	0	251	0.0	0.0
251	-1	0	122	0.0	0.0
122	-1	0	121	0.0	0.0
121	0	0	249	0.0	0.0
249	0	0	377	0.0	0.0
377	-1	0	504	0.0	0.0
504	1	0	633	0.0	0.0
633	-1	0	760	0.0	0.0
760	0	0	888	0.0	0.0
888	1	0	1017	0.0	0.0
1017	0	0	1145	0.0	0.0
1145	0	0	1273	0.0	0.0
1273	0	0	1401	0.0	0.0
1401	0	0	1529	0.0	0.0
1529	1	0	1658	0.0	0.0
1658	0	0	1658	0.0	0.0
1658	-1	0	1657	0.0	0.0
1657	0	0	1785	0.0	0.0
1785	0	0	1913	0.0	0.0
1913	1	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	-1	0	2041	0.0	0.0
2041	1	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	-1	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	0	0	2039	0.0	0.0
2039	0	0	2031	0.0	0.0
2031	1	0	2016	0.0	0.0
2016	-1	0	2023	0.0	0.0
2023	1	0	2008	0.0	0.0
2008	0	0	2008	0.0	0.0
2008	1	0	2009	0.0	0.0
2009	1	0	2018	0.0	0.0
2018	1	0	2027	0.0	0.0
2027	1	0	1908	0.0	0.0
1908	0	0	1780	0.0	0.0
1780	-1	0	1651	0.0	0.0
1651	0	0	1531	0.0	0.0
1531	-1	0	1402	0.0	0.0
1402	-1	0	1401	0.0	0.0
1401	1	0	1530	0.0	0.0
1530	-1	0	1529	0.0	0.0
1529	-1	0	1656	0.0	0.0
1656	0	0	1784	0.0	0.0
1784	-1	0	1919	0.0	0.0
1919	1	0	2032	0.0	0.0
2032	1	0	2033	0.0	0.0
2033	1	0	2042	0.0	0.0
2042	-1	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	0	0	2039	0.0	0.0
2039	-1	0	2030	0.0	0.0
2030	1	0	2023	0.0	0.0
2023	-1	0	2014	0.0	0.0
2014	0	0	2006	0.0	0.0
2006	0	0	1998	0.0	0.0
1998	0	0	1990	0.0	0.0
1990	-1	0	1981	0.0	0.0
1981	0	0	1845	0.0	0.0
1845	1	0	1710	0.0	0.0
1710	0	0	1702	0.0	0.0
1702	1	0	1695	0.0	0.0
1695	0	0	1815	0.0	0.0
1815	-1	0	1934	0.0	0.0
1934	-1	0	1925	0.0	0.0
1925	0	0	1797	0.0	0.0
1797	-1	0	1668	0.0	0.0
1668	0	0	1540	0.0	0.0
1540	-1	0	1411	0.0	0.0
1411	-1	0	1290	0.0	0.0
1290	0	0	1298	0.0	0.0
1298	-1	0	1305	0.0	0.0
1305	-1	0	1440	0.0	0.0
1440	0	0	1568	0.0	0.0
1568	-1	0	1703	0.0	0.0
1703	-1	0	1822	0.0	0.0
1822	-1	0	1813	0.0	0.0
1813	0	0	1677	0.0	0.0
1677	-1	0	1540	0.0	0.0
1540	0	0	1412	0.0	0.0
1412	1	0	1285	0.0	0.0
1285	0	0	1157	0.0	0.0
1157	-1	0	1028	0.0	0.0
1028	1	0	901	0.0	0.0
901	0	0	773	0.0	0.0
773	-1	0	644	0.0	0.0
644	0	0	516	0.0	0.0
516	0	0	388	0.0	0.0
388	0	0	260	0.0	0.0
260	0	0	132	0.0	0.0
132	1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	1	0	7	0.0	0.0
7	-1	0	134	0.0	0.2058911320946491
134	-1	0	133	0.0	0.0
133	1	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	0	0	4	0.0	0.0
4	-1	0	3	0.0	0.0
3	1	0	12	0.0	0.0
12	1	0	13	0.0	0.0
13	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	1	0	7	0.0	0.1853020188851842
7	0	0	135	0.0	0.25418658283290013
135	-1	0	262	0.25418658283290013	0.25418658283290013
262	-1	0	261	0.0	0.0
261	-1	0	132	0.0	0.0
132	1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.16677181699666577
6	-1	0	5	0.0	0.1500946352969992
5	1	0	6	0.16677181699666577	0.16677181699666577
6	1	0	7	0.1853020188851842	0.22876792454961012
7	1	0	128	0.0	0.0
128	1	0	257	0.0	0.0
257	-1	0	392	0.0	0.0
392	-1	0	527	0.0	0.0
527	-1	0	646	0.0	0.0
646	0	0	646	0.0	0.0
646	0	0	646	0.0	0.0
646	-1	0	645	0.0	0.0
645	1	0	518	0.0	0.0
518	-1	0	517	0.0	0.0
517	0	0	389	0.0	0.0
389	-1	0	260	0.0	0.0
260	-1	0	131	0.0	0.0
131	-1	0	10	0.0	0.0
10	1	0	19	0.0	0.0
19	0	0	27	0.0	0.0
27	0	0	35	0.0	0.0
35	1	0	44	0.0	0.0
44	-1	0	43	0.0	0.0
43	0	0	51	0.0	0.0
51	-1	0	58	0.0	0.0
58	1	0	67	0.0	0.0
67	1	0	76	0.0	0.0
76	-1	0	75	0.0	0.0
75	1	0	84	0.0	0.0
84	0	0	84	0.0	0.0
84	0	0	84	0.0	0.0
84	0	0	84	0.0	0.0
84	1	0	85	0.0	0.0
85	0	0	77	0.0	0.0
77	0	0	69	0.0	0.0
69	0	0	61	0.0	0.0
61	-1	0	52	0.0	0.0
52	-1	0	51	0.0	0.0
51	1	0	60	0.0	0.0
60	0	0	60	0.0	0.0
60	-1	0	59	0.0	0.0
59	1	0	68	0.0	0.0
68	-1	0	67	0.0	0.0
67	0	0	75	0.0	0.0
75	-1	0	82	0.0	0.0
82	0	0	90	0.0	0.0
90	1	0	99	0.0	0.0
99	1	0	108	0.0	0.0
108	-1	0	107	0.0	0.0
107	1	0	116	0.0	0.0
116	-1	0	115	0.0	0.0
115	1	0	124	0.0	0.0
124	-1	0	123	0.0	0.0
123	1	0	124	0.0	0.0
124	-1	0	123	0.0	0.0
123	0	0	123	0.0	0.0
123	-1	0	122	0.0	0.0
122	-1	0	121	0.0	0.0
121	-1	0	248	0.0	0.0
248	-1	0	383	0.0	0.0
383	0	0	503	0.0	0.0
503	-1	0	622	0.0	0.0
622	-1	0	613	0.0	0.0
613	0	0	477	0.0	0.0
477	1	0	342	0.0	0.47829690000000014
342	-1	0	333	0.0	0.0
333	0	0	197	0.0	0.0
197	1	0	62	0.0	0.0
62	1	0	55	0.0	0.0
55	0	0	175	0.0	0.0
175	1	0	288	0.0	0.0
288	1	0	417	0.0	0.0
417	-1	0	552	0.0	0.0
552	-1	0	687	0.0	0.0
687	0	0	807	0.0	0.0
807	0	0	927	0.0	0.0
927	-1	0	1046	0.0	0.0
1046	1	0	1039	0.0	0.0
1039	0	0	1159	0.0	0.0
1159	-1	0	1286	0.0	0.0
1286	1	0	1287	0.0	0.0
1287	-1	0	1414	0.0	0.0
1414	0	0	1414	0.0	0.0
1414	0	0	1414	0.0	0.0
1414	-1	0	1413	0.0	0.0
1413	-1	0	1284	0.0	0.0
1284	0	0	1156	0.0	0.0
1156	1	0	1029	0.0	0.0
1029	-1	0	900	0.0	0.0
900	1	0	773	0.0	0.0
773	1	0	646	0.0	0.0
646	1	0	647	0.0	0.0
647	-1	0	774	0.0	0.0
774	-1	0	773	0.0	0.0
773	-1	0	644	0.0	0.0
644	-1	0	515	0.0	0.0
515	0	0	395	0.0	0.0
395	0	0	275	0.0	0.0
275	1	0	156	0.0	0.0
156	-1	0	27	0.0	0.0
27	-1	0	34	0.0	0.0
34	0	0	42	0.0	0.0
42	0	0	50	0.0	0.0
50	-1	0	57	0.0	0.0
57	1	0	194	0.0	0.0
194	-1	0	201	0.0	0.0
201	0	0	337	0.0	0.0
337	-1	0	472	0.0	0.0
472	0	0	600	0.0	0.0
600	0	0	728	0.0	0.0
728	0	0	856	0.0	0.0
856	-1	0	991	0.0	0.0
991	-1	0	1110	0.0	0.0
1110	-1	0	1101	0.0	0.0
1101	0	0	965	0.0	0.0
965	-1	0	828	0.0	0.0
828	0	0	700	0.0	0.0
700	0	0	572	0.0	0.0
572	1	0	445	0.0	0.0
445	1	0	310	0.0	0.0
310	-1	0	301	0.0	0.0
301	-1	0	164	0.0	0.0
164	0	0	36	0.0	0.0
36	-1	0	35	0.0	0.0
35	-1	0	42	0.0	0.0
42	-1	0	49	0.0	0.0
49	0	0	185	0.0	0.0
185	0	0	321	0.0	0.0
321	0	0	457	0.0	0.0
457	0	0	593	0.0	0.0
593	0	0	729	0.0	0.0
729	1	0	866	0.0	0.0
866	-1	0	873	0.0	0.0
873	-1	0	1008	0.0	0.0
1008	1	0	1137	0.0	0.0
1137	0	0	1273	0.0	0.0
1273	0	0	1401	0.0	0.0
1401	-1	0	1528	0.0	0.0
1528	1	0	1657	0.0	0.0
1657	0	0	1785	0.0	0.0
1785	-1	0	1912	0.0	0.0
1912	0	0	2040	0.0	0.0
2040	1	0	2041	0.0	0.0
2041	1	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	1	0	2043	0.0	0.0
2043	1	0	1916	0.0	0.0
1916	-1	0	1787	0.0	0.0
1787	1	0	1660	0.0	0.0
1660	-1	0	1531	0.0	0.0
1531	-1	0	1402	0.0	0.0
1402	-1	0	1401	0.0	0.0
1401	-1	0	1528	0.0	0.0
1528	-1	0	1663	0.0	0.0
1663	-1	0	1782	0.0	0.0
1782	-1	0	1773	0.0	0.0
1773	1	0	1638	0.0	0.0
1638	0	0	1630	0.0	0.0
1630	-1	0	1621	0.0	0.0
1621	0	0	1485	0.0	0.0
1485	0	0	1349	0.0	0.0
1349	1	0	1214	0.0	0.0
1214	-1	0	1205	0.0	0.0
1205	0	0	1069	0.0	0.0
1069	-1	0	932	0.0	0.0
932	-1	0	803	0.0	0.0
803	-1	0	682	0.0	0.6561000000000001
682	0	0	690	0.0	0.0
690	1	0	699	0.0	0.0
699	1	0	580	0.0	0.0
580	1	0	453	0.0	0.0
453	1	0	318	0.0	0.0
318	1	0	311	0.0	0.0
311	0	0	431	0.0	0.0
431	1	0	544	0.0	0.0
544	1	0	673	0.0	0.0
673	0	0	809	0.0	0.0
809	1	0	946	0.0	0.0
946	0	0	954	0.0	0.0
954	-1	0	961	0.0	0.0
961	1	0	1098	0.0	0.0
1098	0	0	1106	0.0	0.0
1106	1	0	1115	0.0	0.0
1115	0	0	995	0.0	0.0
995	1	0	876	0.0	0.0
876	1	0	749	0.0	0.0
749	-1	0	612	0.0	0.0
612	-1	0	483	0.0	0.0
483	1	0	364	0.0	0.0
364	-1	0	235	0.0	0.0
235	-1	0	114	0.0	0.0
114	-1	0	121	0.0	0.0
121	-1	0	248	0.0	0.0
248	1	0	377	0.0	0.0
377	-1	0	504	0.0	0.0
504	1	0	633	0.0	0.0
633	1	0	762	0.0	0.0
762	1	0	763	0.0	0.0
763	0	0	635	0.0	0.0
635	1	0	508	0.0	0.0
508	-1	0	379	0.0	0.0
379	1	0	252	0.0	0.0
252	0	0	124	0.0	0.0
124	1	0	125	0.0	0.0
125	-1	0	116	0.0	0.0
116	1	0	117	0.0	0.0
117	-1	0	108	0.0	0.0
108	1	0	109	0.0	0.0
109	1	0	102	0.0	0.0
102	0	0	94	0.0	0.0
94	1	0	87	0.0	0.0
87	0	0	207	0.0	0.0
207	0	0	327	0.0	0.0
327	-1	0	446	0.0	0.0
446	-1	0	437	0.0	0.0
437	-1	0	300	0.0	0.0
300	-1	0	171	0.0	0.0
171	0	0	51	0.0	0.0
51	0	0	59	0.0	0.0
59	0	0	67	0.0	0.0
67	1	0	76	0.0	0.0
76	1	0	77	0.0	0.0
77	-1	0	68	0.0	0.0
68	1	0	69	0.0	0.0
69	1	0	62	0.0	0.0
62	1	0	55	0.0	0.0
55	0	0	175	0.0	0.0
175	1	0	288	0.0	0.0
288	-1	0	423	0.0	0.0
423	1	0	536	0.0	0.0
536	1	0	665	0.0	0.0
665	-1	0	800	0.0	0.0
800	0	0	928	0.0	0.0
928	-1	0	1063	0.0	0.0
1063	0	0	1183	0.0	0.0
1183	-1	0	1302	0.0	0.0
1302	-1	0	1293	0.0	0.0
1293	0	0	1157	0.0	0.0
1157	-1	0	1028	0.0	0.0
1028	-1	0	899	0.0	0.0
899	0	0	779	0.0	0.0
779	1	0	660	0.0	0.0
660	0	0	532	0.0	0.0
532	1	0	405	0.0	0.0
405	0	0	269	0.0	0.0
269	0	0	133	0.0	0.0
133	0	0	5	0.0	0.1500946352969992
5	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.1500946352969992
5	0	0	5	0.0	0.1500946352969992
5	1	0	6	0.16677181699666577	0.2058911320946491
6	-1	0	5	0.1500946352969992	0.1853020188851842
5	-1	0	4	0.0	0.13508517176729928
4	1	0	5	0.1500946352969992	0.1853020188851842
5	0	0	5	0.1500946352969992	0.1853020188851842
5	0	0	5	0.1853020188851842	0.1853020188851842
5	-1	0	4	0.13508517176729928	0.16677181699666577
4	-1	0	3	0.0	0.0
3	0	0	11	0.0	0.0
11	1	0	20	0.0	0.0
20	0	0	20	0.0	0.0
20	-1	0	19	0.0	0.0
19	0	0	27	0.0	0.0
27	1	0	36	0.0	0.0
36	1	0	37	0.0	0.0
37	1	0	30	0.0	0.0
30	-1	0	21	0.0	0.0
21	0	0	13	0.0	0.0
13	1	0	6	0.0	0.2058911320946491
6	0	0	6	0.0	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	1	0	7	0.22876792454961012	0.22876792454961012
7	-1	0	134	0.2058911320946491	0.2058911320946491
134	-1	0	133	0.0	0.13508517176729928
133	1	0	6	0.0	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	-1	0	4	0.16677181699666577	0.16677181699666577
4	-1	0	3	0.0	0.0
3	0	0	11	0.0	0.0
11	-1	0	18	0.0	0.0
18	1	0	27	0.0	0.0
27	1	0	36	0.0	0.0
36	1	0	37	0.0	0.0
37	0	0	29	0.0	0.0
29	1	0	22	0.0	0.0
22	0	0	14	0.0	0.0
14	-1	0	5	0.0	0.1853020188851842
5	-1	0	4	0.16677181699666577	0.16677181699666577
4	0	0	4	0.0	0.16677181699666577
4	-1	0	3	0.0	0.0
3	1	0	12	0.0	0.0
12	-1	0	11	0.0	0.0
11	0	0	19	0.0	0.0
19	0	0	27	0.0	0.0
27	-1	0	34	0.0	0.0
34	1	0	43	0.0	0.0
43	-1	0	50	0.0	0.0
50	0	0	58	0.0	0.0
58	0	0	66	0.0	0.0
66	-1	0	73	0.0	0.0
73	1	0	210	0.0	0.0
210	-1	0	217	0.0	0.0
217	0	0	353	0.0	0.0
353	0	0	489	0.0	0.0
489	0	0	625	0.0	0.0
625	-1	0	760	0.0	0.0
760	-1	0	895	0.0	0.0
895	-1	0	1014	0.0	0.0
1014	1	0	1007	0.0	0.0
1007	1	0	1120	0.0	0.0
1120	-1	0	1255	0.0	0.0
1255	1	0	1368	0.0	0.0
1368	0	0	1496	0.0	0.0
1496	0	0	1624	0.0	0.0
1624	0	0	1752	0.0	0.0
1752	1	0	1881	0.0	0.0
1881	0	0	2017	0.0	0.0
2017	1	0	2026	0.0	0.0
2026	-1	0	2033	0.0	0.0
2033	0	0	2041	0.0	0.0
2041	1	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	1	0	2043	0.0	0.0
2043	-1	0	1914	0.0	0.0
1914	-1	0	1913	0.0	0.0
1913	1	0	2042	0.0	0.0
2042	-1	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	1	0	2032	0.0	0.0
2032	1	0	2033	0.0	0.0
2033	-1	0	2040	0.0	0.0
2040	1	0	2041	0.0	0.0
2041	0	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	0	0	2040	0.0	0.0
2040	1	0	2041	0.0	0.0
2041	1	0	2042	0.0	0.0
2042	-1	0	2041	0.0	0.0
2041	0	0	2041	0.0	0.0
2041	0	0	2041	0.0	0.0
2041	0	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	1	0	2041	0.0	0.0
2041	1	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	0	0	2042	0.0	0.0
2042	1	0	2043	0.0	0.0
2043	-1	0	1914	0.0	0.0
1914	-1	0	1913	0.0	0.0
1913	-1	0	2040	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	-1	0	2038	0.0	0.0
2038	-1	0	2029	0.0	0.0
2029	-1	0	1892	0.0	0.0
1892	-1	0	1763	0.0	0.0
1763	-1	0	1642	0.0	0.0
1642	1	0	1651	0.0	0.0
1651	0	0	1531	0.0	0.0
1531	1	0	1404	0.0	0.0
1404	0	0	1276	0.0	0.0
1276	1	0	1149	0.0	0.0
1149	-1	0	1012	0.0	0.0
1012	-1	0	883	0.0	0.0
883	1	0	764	0.0	0.0
764	-1	0	635	0.0	0.0
635	1	0	508	0.0	0.0
508	1	0	381	0.0	0.0
381	0	0	245	0.0	0.0
245	0	0	109	0.0	0.0
109	0	0	101	0.0	0.0
101	0	0	93	0.0	0.0
93	-1	0	84	0.0	0.0
84	0	0	84	0.0	0.0
84	1	0	85	0.0	0.0
85	0	0	77	0.0	0.0
77	0	0	69	0.0	0.0
69	0	0	61	0.0	0.0
61	0	0	53	0.0	0.0
53	-1	0	44	0.0	0.0
44	1	0	45	0.0	0.0
45	-1	0	36	0.0	0.0
36	1	0	37	0.0	0.0
37	0	0	29	0.0	0.0
29	1	0	22	0.0	0.0
22	0	0	14	0.0	0.16677181699666577
14	1	0	7	0.0	0.22876792454961012
7	1	0	128	0.0	0.0
128	-1	0	263	0.0	0.28242953648100017
263	1	0	384	0.31381059609000017	0.31381059609000017
384	0	0	512	0.34867844010000015	0.34867844010000015
512	-1	0	647	0.0	0.0
647	-1	0	774	0.0	0.0
774	1	0	775	0.0	0.0
775	-1	0	902	0.0	0.0
902	-1	0	901	0.0	0.0
901	-1	0	772	0.0	0.0
772	1	0	645	0.0	0.0
645	-1	0	516	0.0	0.0
516	0	0	388	0.0	0.0
388	-1	0	259	0.0	0.0
259	1	0	140	0.0	0.0
140	1	0	13	0.0	0.1853020188851842
13	0	0	5	0.0	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	1	0	7	0.22876792454961012	0.22876792454961012
7	1	0	128	0.0	0.25418658283290013
128	1	0	257	0.0	0.0
257	-1	0	392	0.0	0.0
392	0	0	520	0.0	0.38742048900000015
520	1	0	649	0.43046721000000016	0.43046721000000016
649	1	0	786	0.47829690000000014	0.47829690000000014
786	0	0	794	0.0	0.0
794	1	0	803	0.0	0.5904900000000002
803	-1	0	682	0.6561000000000001	0.6561000000000001
682	1	0	691	0.0	0.0
691	0	0	571	0.0	0.0
571	1	0	452	0.0	0.0
452	0	0	324	0.0	0.0
324	0	0	196	0.0	0.0
196	-1	0	67	0.0	0.0
67	0	0	75	0.0	0.0
75	-1	0	82	0.0	0.0
82	-1	0	89	0.0	0.0
89	1	0	226	0.0	0.0
226	0	0	234	0.0	0.0
234	1	0	243	0.0	0.0
243	1	0	124	0.0	0.0
124	0	0	124	0.0	0.0
124	1	0	125	0.0	0.0
125	1	0	118	0.0	0.0
118	-1	0	109	0.0	0.0
109	0	0	101	0.0	0.0
101	1	0	94	0.0	0.0
94	0	0	86	0.0	0.0
86	-1	0	77	0.0	0.0
77	0	0	69	0.0	0.0
69	1	0	62	0.0	0.0
62	0	0	54	0.0	0.0
54	-1	0	45	0.0	0.0
45	-1	0	36	0.0	0.0
36	-1	0	35	0.0	0.0
35	1	0	44	0.0	0.0
44	1	0	45	0.0	0.0
45	1	0	38	0.0	0.0
38	-1	0	29	0.0	0.0
29	0	0	21	0.0	0.0
21	0	0	13	0.0	0.1853020188851842
13	0	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	0	0	6	0.2058911320946491	0.2058911320946491
6	0	0	6	0.2058911320946491	0.2058911320946491
6	1	0	7	0.22876792454961012	0.22876792454961012
7	0	0	135	0.25418658283290013	0.25418658283290013
135	-1	0	262	0.25418658283290013	0.25418658283290013
262	0	0	262	0.25418658283290013	0.25418658283290013
262	0	0	262	0.25418658283290013	0.25418658283290013
262	0	0	262	0.25418658283290013	0.25418658283290013
262	-1	0	261	0.0	0.0
261	0	0	133	0.0	0.1853020188851842
133	-1	0	4	0.0	0.16677181699666577
4	0	0	4	0.16677181699666577	0.16677181699666577
4	1	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	0	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	0	0	6	0.2058911320946491	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	0	0	5	0.1853020188851842	0.1853020188851842
5	1	0	6	0.2058911320946491	0.2058911320946491
6	-1	0	5	0.1853020188851842	0.1853020188851842
5	0	0	5	0.1853020188851842	0.1853020188851842
5	0	0	5	0.1853020188851842	0.1853020188851842
5	-1	0	4	0.16677181699666577	0.16677181699666577
4	0	0	4	0.16677181699666577	0.16677181699666577
4	-1	0	3	0.0	0.0
3	0	0	11	0.0	0.0
11	0	0	19	0.0	0.0
19	0	0	27	0.0	0.0
27	-1	0	34	0.0	0.0
34	0	0	42	0.0	0.0
42	1	0	51	0.0	0.0
51	0	0	59	0.0	0.0
59	-1	0	66	0.0	0.0
66	0	0	74	0.0	0.0
74	1	0	83	0.0	0.0
83	0	0	91	0.0	0.0
91	0	0	99	0.0	0.0
99	0	0	107	0.0	0.0
107	-1	0	114	0.0	0.0
114	0	0	122	0.0	0.0
122	-1	0	121	0.0	0.0
121	1	0	250	0.0	0.0
250	-1	0	249	0.0	0.0
249	1	0	378	0.0	0.0
378	-1	0	377	0.0	0.0
377	1	0	506	0.0	0.0
506	0	0	506	0.0	0.0
506	-1	0	505	0.0	0.0
505	1	0	634	0.0	0.0
634	0	0	634	0.0	0.0
634	-1	0	633	0.0	0.0
633	-1	0	760	0.0	0.0
760	0	0	888	0.0	0.0
888	1	0	1017	0.0	0.0
1017	1	0	1146	0.0	0.0
1146	1	0	1147	0.0	0.0
1147	0	0	1019	0.0	0.0
1019	-1	0	890	0.0	0.0
890	0	0	890	0.0	0.0
890	1	0	891	0.0	0.0
891	1	0	764	0.0	0.0
764	0	0	636	0.0	0.0
636	1	0	509	0.0	0.0
509	-1	0	372	0.0	0.0
372	-1	0	243	0.0	0.0
243	-1	0	122	0.0	0.0
122	0	0	122	0.0	0.0
122	0	0	122	0.0	0.0
122	1	0	123	0.0	0.0
123	1	0	124	0.0	0.0
124	0	0	124	0.0	0.0
124	-1	0	123	0.0	0.0
123	0	0	123	0.0	0.0
123	-1	0	122	0.0	0.0
122	0	0	122	0.0	0.0
122	-1	0	121	0.0	0.0
121	0	0	249	0.0	0.0
249	-1	0	376	0.0	0.0
376	0	0	504	0.0	0.0
504	0	0	632	0.0	0.0
632	-1	0	767	0.0	0.0
767	1	0	880	0.0	0.0
880	1	0	1009	0.0	0.0
1009	0	0	1145	0.0	0.0
1145	-1	0	1272	0.0	0.0
1272	1	0	1401	0.0	0.0
1401	1	0	1530	0.0	0.0
1530	0	0	1530	0.0	0.0
1530	-1	0	1529	0.0	0.0
1529	0	0	1657	0.0	0.0
1657	1	0	1786	0.0	0.0
1786	0	0	1786	0.0	0.0
1786	0	0	1786	0.0	0.0
1786	-1	0	1785	0.0	0.0
1785	-1	0	1912	0.0	0.0
1912	1	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	1	0	2041	0.0	0.0
2041	-1	0	2040	0.0	0.0
2040	0	0	2040	0.0	0.0
2040	0	0	2040	0.0	0.0
2040	-1	0	2047	0.0	0.0
2047	0	0	2039	0.0	0.0
2039	-1	0	2030	0.0	0.0
2030	1	0	2023	0.0	0.0
2023	-1	0	2014	0.0	0.0
2014	0	0	2006	0.0	0.0
2006	1	0	1999	0.0	0.0
1999	-1	0	1990	0.0	0.0
1990	-1	0	1981	0.0	0.0
1981	0	0	1845	0.0	0.0
1845	0	0	1709	0.0	0.0
1709	-1	0	1572	0.0	0.0
1572	-1	0	1443	0.0	0.0
1443	-1	0	1322	0.0	0.0
1322	0	0	1330	0.0	0.0
1330	1	0	1339	0.0	0.0
1339	1	0	1220	0.0	0.0
1220	0	0	1092	0.0	0.0
1092	0	0	964	0.0	0.0
964	-1	0	835	0.0	0.0
835	-1	0	714	0.0	0.0
714	-1	0	721	0.0	0.0
721	0	0	857	0.0	0.0
857	-1	0	992	0.0	0.0
992	-1	0	1127	0.0	0.0
1127	-1	0	1246	0.0	0.0
1246	0	0	1238	0.0	0.0
1238	-1	0	1229	0.0	0.0
1229	-1	0	1092	0.0	0.0
1092	0	0	964	0.0	0.0
964	0	0	836	0.0	0.0
836	-1	0	707	0.0	0.0
707	-1	0	586	0.0	0.0
586	1	0	595	0.0	0.0
595	0	0	475	0.0	0.0
475	0	0	355	0.0	0.0
355	-1	0	234	0.0	0.0
234	-1	0	241	0.0	0.0
241	-1	0	376	0.0	0.0
376	1	0	505	0.0	0.0
505	0	0	633	0.0	0.0
633	1	0	762	0.0	0.0
762	-1	0	761	0.0	0.0
761	1	0	890	0.0	0.0
890	0	0	890	0.0	0.0
890	1	0	891	0.0	0.0
891	1	0	764	0.0	0.0
764	-1	0	635	0.0	0.0
635	-1	0	506	0.0	0.0
506	0	0	506	0.0	0.0
506	1	0	507	0.0	0.0
507	-1	0	378	0.0	0.0
