month	price
2025-01	4.577559397691967
2025-02	4.054993956987703
2025-03	3.53948074030543
2025-04	3.4885250874630125
2025-05	3.1449022699712468
2025-06	2.8328276353180053
2025-07	2.7585137917005267
2025-08	2.9787338349631303
2025-09	3.099318538867131
2025-10	3.287704811754946
2025-11	3.7633589431391843
2025-12	4.109492984644649
