month	price
2024-01-01	4.533330848258912
2024-02-01	4.235416902387944
2024-03-01	3.7419356614907744
2024-04-01	3.8760320881510273
2024-05-01	3.5662978544205153
2024-06-01	3.306652422122709
2024-07-01	3.191756308313113
2024-08-01	3.4690799216914177
2024-09-01	3.5428463934776304
2024-10-01	3.7800537194955677
2024-11-01	4.251237493887775
2024-12-01	4.699990554534544
